# Chunk-averaged data for fix myac3 and group ions
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass vx
200000 58 30.000000000000004
  1 -28.5 0 0 0
  2 -27.5 0 0 0
  3 -26.5 0 0 0
  4 -25.5 0 0 0
  5 -24.5 0 0 0
  6 -23.5 0 0 0
  7 -22.5 0 0 0
  8 -21.5 0 0 0
  9 -20.5 0 0 0
  10 -19.5 0 0 0
  11 -18.5 0 0 0
  12 -17.5 0 0 0
  13 -16.5 0 0 0
  14 -15.5 0 0 0
  15 -14.5 0 0 0
  16 -13.5 0 0 0
  17 -12.5 0 0 0
  18 -11.5 0 0 0
  19 -10.5 0 0 0
  20 -9.5 0.00313333 0.000256708 -0.00059119
  21 -8.5 1.08013 0.0969753 1.94712e-05
  22 -7.5 3.1124 0.295058 5.3685e-05
  23 -6.5 1.01707 0.0894924 -7.69211e-05
  24 -5.5 1.42307 0.123951 5.25871e-05
  25 -4.5 1.56107 0.141911 7.09853e-05
  26 -3.5 2.56227 0.231512 4.53587e-05
  27 -2.5 2.08547 0.191984 3.39487e-05
  28 -1.5 1.805 0.162928 5.12835e-05
  29 -0.5 0.948467 0.0850679 -2.87922e-05
  30 0.5 0.725333 0.0637721 4.70833e-05
  31 1.5 0.914733 0.0813581 -5.12398e-05
  32 2.5 0.602867 0.0556297 4.86475e-05
  33 3.5 1.22407 0.108824 5.02467e-05
  34 4.5 1.04907 0.0941695 1.79984e-05
  35 5.5 1.11813 0.0990889 3.11681e-05
  36 6.5 1.57127 0.135883 1.91622e-05
  37 7.5 6.32773 0.598409 7.05852e-06
  38 8.5 0.868733 0.0755413 1.48797e-05
  39 9.5 0 0 0
  40 10.5 0 0 0
  41 11.5 0 0 0
  42 12.5 0 0 0
  43 13.5 0 0 0
  44 14.5 0 0 0
  45 15.5 0 0 0
  46 16.5 0 0 0
  47 17.5 0 0 0
  48 18.5 0 0 0
  49 19.5 0 0 0
  50 20.5 0 0 0
  51 21.5 0 0 0
  52 22.5 0 0 0
  53 23.5 0 0 0
  54 24.5 0 0 0
  55 25.5 0 0 0
  56 26.5 0 0 0
  57 27.5 0 0 0
  58 28.5 0 0 0
